sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
e00584-A	e00584-A	2	e00584-A_S22_L001_R1_001.fastq.gz	e00584-A_S22_L001_R2_001.fastq.gz	18137	18137	17915	17915	17746	17746	16595	16524	16524
e00584-B	e00584-B	2	e00584-B_S116_L001_R1_001.fastq.gz	e00584-B_S116_L001_R2_001.fastq.gz	13297	13297	13128	13128	12293	12293	11597	11597	11597
e00584-C	e00584-C	2	e00584-C_S207_L001_R1_001.fastq.gz	e00584-C_S207_L001_R2_001.fastq.gz	511	511	488	488	417	417	251	251	251
e00585-A	e00585-A	2	e00585-A_S23_L001_R1_001.fastq.gz	e00585-A_S23_L001_R2_001.fastq.gz	31997	31997	31586	31586	31351	31351	30209	29970	29970
e00585-B	e00585-B	2	e00585-B_S117_L001_R1_001.fastq.gz	e00585-B_S117_L001_R2_001.fastq.gz	41801	41801	41212	41212	40881	40881	40038	39855	39855
e00585-C	e00585-C	2	e00585-C_S208_L001_R1_001.fastq.gz	e00585-C_S208_L001_R2_001.fastq.gz	32525	32525	32093	32093	31802	31802	31135	31017	31017
e00586-A	e00586-A	2	e00586-A_S24_L001_R1_001.fastq.gz	e00586-A_S24_L001_R2_001.fastq.gz	19829	19829	19583	19583	19426	19426	18664	18501	18501
e00586-B	e00586-B	2	e00586-B_S118_L001_R1_001.fastq.gz	e00586-B_S118_L001_R2_001.fastq.gz	32739	32739	32298	32298	31997	31997	30861	30507	30482
e00586-C	e00586-C	2	e00586-C_S209_L001_R1_001.fastq.gz	e00586-C_S209_L001_R2_001.fastq.gz	22338	22338	22030	22030	21820	21820	20971	20802	20802
e00587-A	e00587-A	2	e00587-A_S25_L001_R1_001.fastq.gz	e00587-A_S25_L001_R2_001.fastq.gz	73212	73212	72244	72244	71858	71858	70035	69572	69572
e00587-B	e00587-B	2	e00587-B_S119_L001_R1_001.fastq.gz	e00587-B_S119_L001_R2_001.fastq.gz	19531	19531	19230	19230	19082	19082	18563	18453	18453
e00587-C	e00587-C	2	e00587-C_S210_L001_R1_001.fastq.gz	e00587-C_S210_L001_R2_001.fastq.gz	25144	25144	24776	24776	24577	24577	23898	23803	23803
e00588-A	e00588-A	2	e00588-A_S26_L001_R1_001.fastq.gz	e00588-A_S26_L001_R2_001.fastq.gz	17986	17986	17781	17781	17585	17585	15623	15483	15483
e00588-B	e00588-B	2	e00588-B_S120_L001_R1_001.fastq.gz	e00588-B_S120_L001_R2_001.fastq.gz	18649	18649	18421	18421	17665	17665	16440	16342	16342
e00588-C	e00588-C	2	e00588-C_S211_L001_R1_001.fastq.gz	e00588-C_S211_L001_R2_001.fastq.gz	21791	21791	21528	21528	21263	21263	19731	19622	19622
e00589-A	e00589-A	2	e00589-A_S27_L001_R1_001.fastq.gz	e00589-A_S27_L001_R2_001.fastq.gz	31043	31043	30674	30674	30425	30425	28516	28178	28178
e00589-B	e00589-B	2	e00589-B_S121_L001_R1_001.fastq.gz	e00589-B_S121_L001_R2_001.fastq.gz	24742	24742	24485	24485	24230	24230	22851	22683	22683
e00589-C	e00589-C	2	e00589-C_S212_L001_R1_001.fastq.gz	e00589-C_S212_L001_R2_001.fastq.gz	28861	28861	28434	28434	28129	28129	26084	26004	26004
e00590-A	e00590-A	2	e00590-A_S28_L001_R1_001.fastq.gz	e00590-A_S28_L001_R2_001.fastq.gz	17940	17940	17696	17696	17473	17473	14923	14879	14879
e00590-B	e00590-B	2	e00590-B_S122_L001_R1_001.fastq.gz	e00590-B_S122_L001_R2_001.fastq.gz	18870	18870	18610	18610	18333	18333	16137	16020	15988
e00590-C	e00590-C	2	e00590-C_S213_L001_R1_001.fastq.gz	e00590-C_S213_L001_R2_001.fastq.gz	16537	16537	16327	16327	14433	14433	12065	11971	11971
e00591-A	e00591-A	2	e00591-A_S29_L001_R1_001.fastq.gz	e00591-A_S29_L001_R2_001.fastq.gz	26465	26465	26163	26163	25958	25958	24329	24091	24091
e00591-B	e00591-B	2	e00591-B_S123_L001_R1_001.fastq.gz	e00591-B_S123_L001_R2_001.fastq.gz	26590	26590	26253	26253	25898	25898	24221	23913	23913
e00591-C	e00591-C	2	e00591-C_S214_L001_R1_001.fastq.gz	e00591-C_S214_L001_R2_001.fastq.gz	26480	26480	26123	26123	25754	25754	24334	24179	24179
e00592-A	e00592-A	2	e00592-A_S30_L001_R1_001.fastq.gz	e00592-A_S30_L001_R2_001.fastq.gz	24122	24122	23824	23824	23574	23574	22015	21882	21882
e00592-B	e00592-B	2	e00592-B_S124_L001_R1_001.fastq.gz	e00592-B_S124_L001_R2_001.fastq.gz	21110	21110	20847	20847	20553	20553	19098	18959	18959
e00592-C	e00592-C	2	e00592-C_S215_L001_R1_001.fastq.gz	e00592-C_S215_L001_R2_001.fastq.gz	21336	21336	21041	21041	20323	20323	18909	18797	18797
e00593-A	e00593-A	2	e00593-A_S31_L001_R1_001.fastq.gz	e00593-A_S31_L001_R2_001.fastq.gz	23035	23035	22733	22733	22649	22649	21935	21931	21931
e00593-B	e00593-B	2	e00593-B_S125_L001_R1_001.fastq.gz	e00593-B_S125_L001_R2_001.fastq.gz	32765	32765	32262	32262	32150	32150	31472	31462	31462
e00593-C	e00593-C	2	e00593-C_S216_L001_R1_001.fastq.gz	e00593-C_S216_L001_R2_001.fastq.gz	31493	31493	31076	31076	30958	30958	30316	30282	30282
e00594-A	e00594-A	2	e00594-A_S32_L001_R1_001.fastq.gz	e00594-A_S32_L001_R2_001.fastq.gz	20563	20563	20310	20310	20171	20171	18436	18183	18183
e00594-B	e00594-B	2	e00594-B_S126_L001_R1_001.fastq.gz	e00594-B_S126_L001_R2_001.fastq.gz	31787	31787	31371	31371	30997	30997	27608	27176	27176
e00594-C	e00594-C	2	e00594-C_S217_L001_R1_001.fastq.gz	e00594-C_S217_L001_R2_001.fastq.gz	22917	22917	22598	22598	22253	22253	19355	19155	19155
e00595-A	e00595-A	2	e00595-A_S33_L001_R1_001.fastq.gz	e00595-A_S33_L001_R2_001.fastq.gz	22430	22430	22148	22148	21944	21944	19907	19471	19387
e00595-B	e00595-B	2	e00595-B_S127_L001_R1_001.fastq.gz	e00595-B_S127_L001_R2_001.fastq.gz	23844	23844	23512	23512	23252	23252	20625	20117	20117
e00595-C	e00595-C	2	e00595-C_S218_L001_R1_001.fastq.gz	e00595-C_S218_L001_R2_001.fastq.gz	25587	25587	25272	25272	24993	24993	21854	21547	21547
e00596-A	e00596-A	2	e00596-A_S34_L001_R1_001.fastq.gz	e00596-A_S34_L001_R2_001.fastq.gz	17394	17394	17176	17176	17028	17028	15772	15309	15220
e00596-B	e00596-B	2	e00596-B_S128_L001_R1_001.fastq.gz	e00596-B_S128_L001_R2_001.fastq.gz	20606	20606	20341	20341	19642	19642	18631	18393	18393
e00596-C	e00596-C	2	e00596-C_S219_L001_R1_001.fastq.gz	e00596-C_S219_L001_R2_001.fastq.gz	19648	19648	19423	19423	18561	18561	17031	16877	16877
e00597-A	e00597-A	2	e00597-A_S35_L001_R1_001.fastq.gz	e00597-A_S35_L001_R2_001.fastq.gz	16778	16778	16601	16601	16082	16082	14488	14421	14421
e00597-B	e00597-B	2	e00597-B_S129_L001_R1_001.fastq.gz	e00597-B_S129_L001_R2_001.fastq.gz	21994	21994	21692	21692	20861	20861	19275	19249	19249
e00597-C	e00597-C	2	e00597-C_S220_L001_R1_001.fastq.gz	e00597-C_S220_L001_R2_001.fastq.gz	19547	19547	19298	19298	18660	18660	16731	16720	16720
e00598-A	e00598-A	2	e00598-A_S36_L001_R1_001.fastq.gz	e00598-A_S36_L001_R2_001.fastq.gz	13912	13912	13764	13764	13606	13606	12186	12142	12142
e00598-B	e00598-B	2	e00598-B_S130_L001_R1_001.fastq.gz	e00598-B_S130_L001_R2_001.fastq.gz	14404	14404	14230	14230	11598	11598	10841	10728	10728
e00598-C	e00598-C	2	e00598-C_S221_L001_R1_001.fastq.gz	e00598-C_S221_L001_R2_001.fastq.gz	17062	17062	16826	16826	15971	15971	15108	15073	15073
e00599-A	e00599-A	2	e00599-A_S37_L001_R1_001.fastq.gz	e00599-A_S37_L001_R2_001.fastq.gz	21185	21185	20953	20953	20024	20024	19161	19116	19116
e00599-B	e00599-B	2	e00599-B_S131_L001_R1_001.fastq.gz	e00599-B_S131_L001_R2_001.fastq.gz	3386	3386	3336	3336	3264	3264	3023	3017	3017
e00599-C	e00599-C	2	e00599-C_S222_L001_R1_001.fastq.gz	e00599-C_S222_L001_R2_001.fastq.gz	3806	3806	3751	3751	3684	3684	3435	3427	3427
e00600-A	e00600-A	2	e00600-A_S38_L001_R1_001.fastq.gz	e00600-A_S38_L001_R2_001.fastq.gz	34221	34221	33810	33810	33291	33291	32112	31839	31839
e00600-B	e00600-B	2	e00600-B_S132_L001_R1_001.fastq.gz	e00600-B_S132_L001_R2_001.fastq.gz	23565	23565	23249	23249	22633	22633	21936	21853	21853
e00600-C	e00600-C	2	e00600-C_S223_L001_R1_001.fastq.gz	e00600-C_S223_L001_R2_001.fastq.gz	23857	23857	23561	23561	23031	23031	22142	22030	22030
e00601-A	e00601-A	2	e00601-A_S39_L001_R1_001.fastq.gz	e00601-A_S39_L001_R2_001.fastq.gz	25032	25032	24755	24755	23786	23786	22454	22328	22322
e00601-B	e00601-B	2	e00601-B_S133_L001_R1_001.fastq.gz	e00601-B_S133_L001_R2_001.fastq.gz	21524	21524	21224	21224	20716	20716	18190	17974	17974
e00601-C	e00601-C	2	e00601-C_S224_L001_R1_001.fastq.gz	e00601-C_S224_L001_R2_001.fastq.gz	26791	26791	26455	26455	25586	25586	23170	23072	23072
e00602-A	e00602-A	2	e00602-A_S40_L001_R1_001.fastq.gz	e00602-A_S40_L001_R2_001.fastq.gz	20229	20229	19946	19946	19772	19772	18321	18201	18201
e00602-B	e00602-B	2	e00602-B_S134_L001_R1_001.fastq.gz	e00602-B_S134_L001_R2_001.fastq.gz	24993	24993	24687	24687	24350	24350	22593	22464	22464
e00602-C	e00602-C	2	e00602-C_S225_L001_R1_001.fastq.gz	e00602-C_S225_L001_R2_001.fastq.gz	25157	25157	24845	24845	23811	23811	21571	21462	21462
e00603-A	e00603-A	2	e00603-A_S41_L001_R1_001.fastq.gz	e00603-A_S41_L001_R2_001.fastq.gz	23884	23884	23605	23605	23419	23419	22035	21673	21672
e00603-B	e00603-B	2	e00603-B_S135_L001_R1_001.fastq.gz	e00603-B_S135_L001_R2_001.fastq.gz	27489	27489	27114	27114	26904	26904	25410	25182	25182
e00603-C	e00603-C	2	e00603-C_S226_L001_R1_001.fastq.gz	e00603-C_S226_L001_R2_001.fastq.gz	23460	23460	23147	23147	22983	22983	21818	21601	21601
e00604-A	e00604-A	2	e00604-A_S42_L001_R1_001.fastq.gz	e00604-A_S42_L001_R2_001.fastq.gz	25199	25199	24924	24924	24801	24801	24133	23965	23965
e00604-B	e00604-B	2	e00604-B_S136_L001_R1_001.fastq.gz	e00604-B_S136_L001_R2_001.fastq.gz	22959	22959	22637	22637	22422	22422	21525	21356	21356
e00604-C	e00604-C	2	e00604-C_S227_L001_R1_001.fastq.gz	e00604-C_S227_L001_R2_001.fastq.gz	23476	23476	23137	23137	22934	22934	21934	21830	21830
e00605-A	e00605-A	2	e00605-A_S43_L001_R1_001.fastq.gz	e00605-A_S43_L001_R2_001.fastq.gz	23280	23280	22986	22986	22791	22791	21708	21553	21553
e00605-B	e00605-B	2	e00605-B_S137_L001_R1_001.fastq.gz	e00605-B_S137_L001_R2_001.fastq.gz	33172	33172	32745	32745	31786	31786	30165	30019	30019
e00605-C	e00605-C	2	e00605-C_S228_L001_R1_001.fastq.gz	e00605-C_S228_L001_R2_001.fastq.gz	36139	36139	35642	35642	34048	34048	32388	32106	32106
e00606-A	e00606-A	2	e00606-A_S44_L001_R1_001.fastq.gz	e00606-A_S44_L001_R2_001.fastq.gz	23607	23607	23311	23311	23143	23143	21801	21592	21592
e00606-B	e00606-B	2	e00606-B_S138_L001_R1_001.fastq.gz	e00606-B_S138_L001_R2_001.fastq.gz	41609	41609	41091	41091	40774	40774	37924	37426	37426
e00606-C	e00606-C	2	e00606-C_S229_L001_R1_001.fastq.gz	e00606-C_S229_L001_R2_001.fastq.gz	24264	24264	23932	23932	23053	23053	21359	21148	21148
e00607-A	e00607-A	2	e00607-A_S45_L001_R1_001.fastq.gz	e00607-A_S45_L001_R2_001.fastq.gz	4868	4868	4811	4811	4725	4725	4344	4319	4319
e00607-B	e00607-B	2	e00607-B_S139_L001_R1_001.fastq.gz	e00607-B_S139_L001_R2_001.fastq.gz	35630	35630	35166	35166	33645	33645	31587	31238	31238
e00607-C	e00607-C	2	e00607-C_S230_L001_R1_001.fastq.gz	e00607-C_S230_L001_R2_001.fastq.gz	31298	31298	30875	30875	30160	30160	27933	27472	27469
e00608-A	e00608-A	2	e00608-A_S46_L001_R1_001.fastq.gz	e00608-A_S46_L001_R2_001.fastq.gz	23282	23282	22964	22964	22850	22850	22046	21922	21922
e00608-B	e00608-B	2	e00608-B_S140_L001_R1_001.fastq.gz	e00608-B_S140_L001_R2_001.fastq.gz	31209	31209	30842	30842	29230	29230	27770	27513	27513
e00608-C	e00608-C	2	e00608-C_S231_L001_R1_001.fastq.gz	e00608-C_S231_L001_R2_001.fastq.gz	31666	31666	31275	31275	30715	30715	29175	28933	28933
e00609-A	e00609-A	2	e00609-A_S47_L001_R1_001.fastq.gz	e00609-A_S47_L001_R2_001.fastq.gz	25400	25400	25086	25086	24834	24834	22921	22655	22655
e00609-B	e00609-B	2	e00609-B_S141_L001_R1_001.fastq.gz	e00609-B_S141_L001_R2_001.fastq.gz	24632	24632	24313	24313	24151	24151	22472	22295	22295
e00609-C	e00609-C	2	e00609-C_S232_L001_R1_001.fastq.gz	e00609-C_S232_L001_R2_001.fastq.gz	29348	29348	28960	28960	28101	28101	26683	26361	26361
e00610-A	e00610-A	2	e00610-A_S48_L001_R1_001.fastq.gz	e00610-A_S48_L001_R2_001.fastq.gz	25967	25967	25638	25638	25452	25452	24063	23803	23803
e00610-B	e00610-B	2	e00610-B_S142_L001_R1_001.fastq.gz	e00610-B_S142_L001_R2_001.fastq.gz	34018	34018	33573	33573	33003	33003	31222	31012	31012
e00610-C	e00610-C	2	e00610-C_S233_L001_R1_001.fastq.gz	e00610-C_S233_L001_R2_001.fastq.gz	25340	25340	25020	25020	24239	24239	22600	22317	22317
e02032-A	e02032-A	2	e02032-A_S49_L001_R1_001.fastq.gz	e02032-A_S49_L001_R2_001.fastq.gz	21566	21566	21328	21328	21169	21169	19516	19379	19379
e02032-B	e02032-B	2	e02032-B_S143_L001_R1_001.fastq.gz	e02032-B_S143_L001_R2_001.fastq.gz	31155	31155	30788	30788	30508	30508	28188	27998	27998
e02032-C	e02032-C	2	e02032-C_S234_L001_R1_001.fastq.gz	e02032-C_S234_L001_R2_001.fastq.gz	45979	45979	45386	45386	44849	44849	40685	40498	40497
e02033-A	e02033-A	2	e02033-A_S50_L001_R1_001.fastq.gz	e02033-A_S50_L001_R2_001.fastq.gz	18902	18902	18691	18691	18573	18573	17505	17333	17333
e02033-B	e02033-B	2	e02033-B_S144_L001_R1_001.fastq.gz	e02033-B_S144_L001_R2_001.fastq.gz	21038	21038	20763	20763	20612	20612	19547	19387	19387
e02033-C	e02033-C	2	e02033-C_S235_L001_R1_001.fastq.gz	e02033-C_S235_L001_R2_001.fastq.gz	20085	20085	19798	19798	18447	18447	17627	17451	17451
e02034-A	e02034-A	2	e02034-A_S51_L001_R1_001.fastq.gz	e02034-A_S51_L001_R2_001.fastq.gz	32967	32967	32560	32560	31775	31775	29755	29145	29145
e02034-B	e02034-B	2	e02034-B_S145_L001_R1_001.fastq.gz	e02034-B_S145_L001_R2_001.fastq.gz	22404	22404	22131	22131	21971	21971	20463	20105	20105
e02034-C	e02034-C	2	e02034-C_S236_L001_R1_001.fastq.gz	e02034-C_S236_L001_R2_001.fastq.gz	19412	19412	19122	19122	18542	18542	17053	16804	16804
e02035-A	e02035-A	2	e02035-A_S52_L001_R1_001.fastq.gz	e02035-A_S52_L001_R2_001.fastq.gz	21646	21646	21402	21402	21251	21251	19890	19655	19655
e02035-B	e02035-B	2	e02035-B_S146_L001_R1_001.fastq.gz	e02035-B_S146_L001_R2_001.fastq.gz	25235	25235	24903	24903	24694	24694	22749	22471	22471
e02035-C	e02035-C	2	e02035-C_S237_L001_R1_001.fastq.gz	e02035-C_S237_L001_R2_001.fastq.gz	26892	26892	26525	26525	24989	24989	22962	22625	22625
e02036-A	e02036-A	2	e02036-A_S53_L001_R1_001.fastq.gz	e02036-A_S53_L001_R2_001.fastq.gz	34765	34765	34377	34377	34145	34145	33032	32785	32785
e02036-B	e02036-B	2	e02036-B_S147_L001_R1_001.fastq.gz	e02036-B_S147_L001_R2_001.fastq.gz	27457	27457	27119	27119	25734	25734	24231	23443	23443
e02036-C	e02036-C	2	e02036-C_S238_L001_R1_001.fastq.gz	e02036-C_S238_L001_R2_001.fastq.gz	23969	23969	23644	23644	22707	22707	21513	21259	21259
e02037-A	e02037-A	2	e02037-A_S54_L001_R1_001.fastq.gz	e02037-A_S54_L001_R2_001.fastq.gz	22873	22873	22613	22613	22431	22431	21365	21062	21062
e02037-B	e02037-B	2	e02037-B_S148_L001_R1_001.fastq.gz	e02037-B_S148_L001_R2_001.fastq.gz	33248	33248	32861	32861	32584	32584	30283	29796	29796
e02037-C	e02037-C	2	e02037-C_S239_L001_R1_001.fastq.gz	e02037-C_S239_L001_R2_001.fastq.gz	25942	25942	25562	25562	24443	24443	22778	22394	22394
e02038-A	e02038-A	2	e02038-A_S55_L001_R1_001.fastq.gz	e02038-A_S55_L001_R2_001.fastq.gz	23892	23892	23646	23646	23489	23489	22140	21900	21900
e02038-B	e02038-B	2	e02038-B_S149_L001_R1_001.fastq.gz	e02038-B_S149_L001_R2_001.fastq.gz	35480	35480	34916	34916	34492	34492	32116	31691	31691
e02038-C	e02038-C	2	e02038-C_S240_L001_R1_001.fastq.gz	e02038-C_S240_L001_R2_001.fastq.gz	31719	31719	31211	31211	30860	30860	28729	28407	28407
e02039-A	e02039-A	2	e02039-A_S56_L001_R1_001.fastq.gz	e02039-A_S56_L001_R2_001.fastq.gz	20784	20784	20519	20519	19792	19792	18432	18052	18052
e02039-B	e02039-B	2	e02039-B_S150_L001_R1_001.fastq.gz	e02039-B_S150_L001_R2_001.fastq.gz	24515	24515	24176	24176	23347	23347	21527	20971	20971
e02039-C	e02039-C	2	e02039-C_S241_L001_R1_001.fastq.gz	e02039-C_S241_L001_R2_001.fastq.gz	22090	22090	21844	21844	20412	20412	19072	18701	18701
e02040-A	e02040-A	2	e02040-A_S57_L001_R1_001.fastq.gz	e02040-A_S57_L001_R2_001.fastq.gz	65259	65259	64515	64515	64215	64215	58594	57561	57561
e02040-B	e02040-B	2	e02040-B_S151_L001_R1_001.fastq.gz	e02040-B_S151_L001_R2_001.fastq.gz	28978	28978	28618	28618	28468	28468	26391	25847	25847
e02040-C	e02040-C	2	e02040-C_S242_L001_R1_001.fastq.gz	e02040-C_S242_L001_R2_001.fastq.gz	26928	26928	26572	26572	26369	26369	24355	23950	23950
e02041-A	e02041-A	2	e02041-A_S58_L001_R1_001.fastq.gz	e02041-A_S58_L001_R2_001.fastq.gz	43150	43150	42627	42627	42456	42456	40530	39945	39945
e02041-B	e02041-B	2	e02041-B_S152_L001_R1_001.fastq.gz	e02041-B_S152_L001_R2_001.fastq.gz	29316	29316	28933	28933	28654	28654	26484	26123	26123
e02041-C	e02041-C	2	e02041-C_S243_L001_R1_001.fastq.gz	e02041-C_S243_L001_R2_001.fastq.gz	29350	29350	28984	28984	28406	28406	26927	26627	26627
e02042-A	e02042-A	2	e02042-A_S59_L001_R1_001.fastq.gz	e02042-A_S59_L001_R2_001.fastq.gz	19424	19424	19209	19209	19073	19073	17542	17045	17045
e02042-B	e02042-B	2	e02042-B_S153_L001_R1_001.fastq.gz	e02042-B_S153_L001_R2_001.fastq.gz	30297	30297	29920	29920	29669	29669	27177	26649	26649
e02042-C	e02042-C	2	e02042-C_S244_L001_R1_001.fastq.gz	e02042-C_S244_L001_R2_001.fastq.gz	22804	22804	22497	22497	21325	21325	19455	19048	19048
e02043-A	e02043-A	2	e02043-A_S60_L001_R1_001.fastq.gz	e02043-A_S60_L001_R2_001.fastq.gz	18166	18166	17965	17965	17825	17825	15987	15452	15452
e02043-B	e02043-B	2	e02043-B_S154_L001_R1_001.fastq.gz	e02043-B_S154_L001_R2_001.fastq.gz	23026	23026	22731	22731	22562	22562	20504	19894	19894
e02043-C	e02043-C	2	e02043-C_S245_L001_R1_001.fastq.gz	e02043-C_S245_L001_R2_001.fastq.gz	26621	26621	26263	26263	25778	25778	23297	22918	22918
e02044-A	e02044-A	2	e02044-A_S61_L001_R1_001.fastq.gz	e02044-A_S61_L001_R2_001.fastq.gz	23039	23039	22782	22782	22640	22640	21361	20908	20908
e02044-B	e02044-B	2	e02044-B_S155_L001_R1_001.fastq.gz	e02044-B_S155_L001_R2_001.fastq.gz	39182	39182	37853	37853	36609	36609	28809	28216	28216
e02044-C	e02044-C	2	e02044-C_S246_L001_R1_001.fastq.gz	e02044-C_S246_L001_R2_001.fastq.gz	27187	27187	24215	24215	22407	22407	14685	14357	14357
e02045-A	e02045-A	2	e02045-A_S62_L001_R1_001.fastq.gz	e02045-A_S62_L001_R2_001.fastq.gz	22454	22454	22185	22185	22027	22027	20647	20380	20380
e02045-B	e02045-B	2	e02045-B_S156_L001_R1_001.fastq.gz	e02045-B_S156_L001_R2_001.fastq.gz	25177	25177	24872	24872	24384	24384	22332	22233	22233
e02045-C	e02045-C	2	e02045-C_S247_L001_R1_001.fastq.gz	e02045-C_S247_L001_R2_001.fastq.gz	28616	28616	28211	28211	26698	26698	24858	24603	24603
e02046-A	e02046-A	2	e02046-A_S63_L001_R1_001.fastq.gz	e02046-A_S63_L001_R2_001.fastq.gz	33412	33412	32884	32884	32536	32536	29584	29445	29445
e02046-B	e02046-B	2	e02046-B_S157_L001_R1_001.fastq.gz	e02046-B_S157_L001_R2_001.fastq.gz	31095	31095	30686	30686	30229	30229	27389	27225	27225
e02046-C	e02046-C	2	e02046-C_S248_L001_R1_001.fastq.gz	e02046-C_S248_L001_R2_001.fastq.gz	24452	24452	24105	24105	22962	22962	21260	20946	20946
e02047-A	e02047-A	2	e02047-A_S64_L001_R1_001.fastq.gz	e02047-A_S64_L001_R2_001.fastq.gz	34094	34094	33695	33695	33362	33362	31230	30870	30870
e02047-B	e02047-B	2	e02047-B_S158_L001_R1_001.fastq.gz	e02047-B_S158_L001_R2_001.fastq.gz	28348	28348	27985	27985	27619	27619	25124	24809	24809
e02047-C	e02047-C	2	e02047-C_S249_L001_R1_001.fastq.gz	e02047-C_S249_L001_R2_001.fastq.gz	23265	23265	22916	22916	22730	22730	20991	20611	20611
e02048-A	e02048-A	2	e02048-A_S65_L001_R1_001.fastq.gz	e02048-A_S65_L001_R2_001.fastq.gz	23076	23076	22843	22843	22615	22615	20549	20440	20440
e02048-B	e02048-B	2	e02048-B_S159_L001_R1_001.fastq.gz	e02048-B_S159_L001_R2_001.fastq.gz	34723	34723	34293	34293	33337	33337	30734	30523	30523
e02048-C	e02048-C	2	e02048-C_S250_L001_R1_001.fastq.gz	e02048-C_S250_L001_R2_001.fastq.gz	31369	31369	30961	30961	30430	30430	27500	27315	27315
e02049-A	e02049-A	2	e02049-A_S66_L001_R1_001.fastq.gz	e02049-A_S66_L001_R2_001.fastq.gz	32534	32534	32144	32144	31794	31794	30055	29459	29459
e02049-B	e02049-B	2	e02049-B_S160_L001_R1_001.fastq.gz	e02049-B_S160_L001_R2_001.fastq.gz	32241	32241	31843	31843	31219	31219	29284	29007	29007
e02049-C	e02049-C	2	e02049-C_S251_L001_R1_001.fastq.gz	e02049-C_S251_L001_R2_001.fastq.gz	29755	29755	29375	29375	27089	27089	25301	25160	25160
e02050-A	e02050-A	2	e02050-A_S67_L001_R1_001.fastq.gz	e02050-A_S67_L001_R2_001.fastq.gz	22647	22647	22376	22376	22137	22137	19981	19861	19861
e02050-B	e02050-B	2	e02050-B_S161_L001_R1_001.fastq.gz	e02050-B_S161_L001_R2_001.fastq.gz	26999	26999	26671	26671	25905	25905	24437	24276	24276
e02050-C	e02050-C	2	e02050-C_S252_L001_R1_001.fastq.gz	e02050-C_S252_L001_R2_001.fastq.gz	17871	17871	17611	17611	15416	15416	14143	14066	14066
e02051-A	e02051-A	2	e02051-A_S68_L001_R1_001.fastq.gz	e02051-A_S68_L001_R2_001.fastq.gz	37150	37150	36759	36759	36227	36227	34198	33872	33872
e02051-B	e02051-B	2	e02051-B_S162_L001_R1_001.fastq.gz	e02051-B_S162_L001_R2_001.fastq.gz	23903	23903	23642	23642	22871	22871	21488	21416	21282
e02051-C	e02051-C	2	e02051-C_S253_L001_R1_001.fastq.gz	e02051-C_S253_L001_R2_001.fastq.gz	29722	29722	29275	29275	27930	27930	26507	26305	26305
e02052-A	e02052-A	2	e02052-A_S69_L001_R1_001.fastq.gz	e02052-A_S69_L001_R2_001.fastq.gz	24849	24849	24221	24221	23344	23344	19257	18890	18890
e02052-B	e02052-B	2	e02052-B_S163_L001_R1_001.fastq.gz	e02052-B_S163_L001_R2_001.fastq.gz	33997	33997	33579	33579	33152	33152	30866	30273	30273
e02052-C	e02052-C	2	e02052-C_S254_L001_R1_001.fastq.gz	e02052-C_S254_L001_R2_001.fastq.gz	28871	28871	28502	28502	27241	27241	25346	24943	24943
e02053-A	e02053-A	2	e02053-A_S70_L001_R1_001.fastq.gz	e02053-A_S70_L001_R2_001.fastq.gz	26149	26149	25852	25852	25459	25459	24442	24253	24253
e02053-B	e02053-B	2	e02053-B_S164_L001_R1_001.fastq.gz	e02053-B_S164_L001_R2_001.fastq.gz	21168	21168	20925	20925	20206	20206	19218	19136	19136
e02053-C	e02053-C	2	e02053-C_S255_L001_R1_001.fastq.gz	e02053-C_S255_L001_R2_001.fastq.gz	22020	22020	21745	21745	19001	19001	17734	17623	17623
e02054-A	e02054-A	2	e02054-A_S71_L001_R1_001.fastq.gz	e02054-A_S71_L001_R2_001.fastq.gz	16801	16801	16602	16602	16460	16460	15267	15079	15079
e02054-B	e02054-B	2	e02054-B_S165_L001_R1_001.fastq.gz	e02054-B_S165_L001_R2_001.fastq.gz	31291	31291	30920	30920	29930	29930	27377	26645	26645
e02054-C	e02054-C	2	e02054-C_S256_L001_R1_001.fastq.gz	e02054-C_S256_L001_R2_001.fastq.gz	28269	28269	27900	27900	27419	27419	25210	24724	24724
e02055-A	e02055-A	2	e02055-A_S72_L001_R1_001.fastq.gz	e02055-A_S72_L001_R2_001.fastq.gz	21818	21818	21555	21555	20828	20828	19695	19619	19619
e02055-B	e02055-B	2	e02055-B_S166_L001_R1_001.fastq.gz	e02055-B_S166_L001_R2_001.fastq.gz	28628	28628	28256	28256	26803	26803	24652	24413	24413
e02055-C	e02055-C	2	e02055-C_S257_L001_R1_001.fastq.gz	e02055-C_S257_L001_R2_001.fastq.gz	24889	24889	24557	24557	23971	23971	22373	22175	22175
e02056-A	e02056-A	2	e02056-A_S73_L001_R1_001.fastq.gz	e02056-A_S73_L001_R2_001.fastq.gz	28516	28516	28181	28181	27985	27985	26002	25708	25708
e02056-B	e02056-B	2	e02056-B_S167_L001_R1_001.fastq.gz	e02056-B_S167_L001_R2_001.fastq.gz	34723	34723	34310	34310	34015	34015	31385	31017	31017
e02056-C	e02056-C	2	e02056-C_S258_L001_R1_001.fastq.gz	e02056-C_S258_L001_R2_001.fastq.gz	8625	8625	8502	8502	5013	5013	4109	4103	4103
